code_id,comment,sentiment_category,class7_label_vt,annotation_1,annotation_2
11604,"Since I started dialysis, I have learned that the care I receive brings me a sense of relief, despite the challenges involved. (643)",high joy,high joy,high joy,high joy
7847,"As someone undergoing dialysis, I feel that my health management requires frequent hospital visits, as part of my ongoing health journey.",mild sadness,neutral,neutral,neutral
3651,"My experience as a dialysis patient tells me that the burden of treatment affects my sense of stability, as I try to adapt day by day. (645)",mild joy,neutral,neutral,mild sadness
16598,"Being treated with dialysis has made me realize that dialysis helps me continue living with some stability, despite the challenges involved. (646)",neutral,moderate joy,high joy,modertate joy
1577,"Living with dialysis has shown me that dialysis helps me continue living with some stability, despite the challenges involved. (647)",high joy,high joy,high joy,high joy
17464,"Since I started dialysis, I have learned that the repeated treatments slowly drain my energy and morale, as part of my ongoing health journey. (648)", mild sadness,neutral,moderate sadness,neutral
13239,"Living with dialysis has shown me that the illness weighs heavily on both my body and my mind, despite the challenges involved. (649)",mild sadness,neutral,moderate sadness,mild sadness
18632,"As someone undergoing dialysis, I feel that the illness weighs heavily on both my body and my mind, despite the challenges involved. (650)",moderate sadness,mild sadness,neutral,mild sadnees
8345,"Living with dialysis has shown me that my daily life is organized around treatment sessions, while adjusting to this long-term condition.",mild joy,neutral,neutral,neutral
18784,"Being treated with dialysis has made me realize that the constant medical routine can be emotionally overwhelming, as I try to adapt day by day. (652)",neutral,moderate joy,mild sadness,moderate sadness
15280,"Being treated with dialysis has made me realize that the constant medical routine can be emotionally overwhelming, even when the process feels demanding. (653)",neutral,moderate joy,mild sadness,neutral
98,"Living with dialysis has shown me that dialysis gives me reassurance despite the difficulties, as part of my ongoing health journey. (654)",high joy,high joy,high joy,high joy
14146,Far cry new dawn,moderate sadness,mild sadness,deep sadness,moderate sadness
14034,"Living with dialysis has shown me that the constant medical routine can be emotionally overwhelming, despite the challenges involved. (655)",deep sadness,moderate sadness,deep sadness,moderate sadness
16012,"Living with dialysis has shown me that the physical fatigue often turns into emotional exhaustion, while adjusting to this long-term condition. (656)",moderate sadness,mild sadness,moderate sadness,mild sadness
7992,"As someone undergoing dialysis, I feel that the repeated treatments slowly drain my energy and morale, as I try to adapt day by day. (657)",moderate sadness,mild sadness,mild sadness,neutral
1104,"My experience as a dialysis patient tells me that the treatment allows me to maintain balance in my life, while adjusting to this long-term condition. (658)",neutral,moderate joy,mild joy,moderate joy
5405,"As someone undergoing dialysis, I feel that medical support helps me stay hopeful, even when the process feels demanding. (659)",mild joy,mild sadness,high joy,moderate joy
17017,"My experience as a dialysis patient tells me that treatment sessions structure most of my week, while adjusting to this long-term condition.",moderate sadness,neutral,neutral,neutral
12840,"My experience as a dialysis patient tells me that the care I receive brings me a sense of relief, even when the process feels demanding. (661)", mild joy,neutral,mild joy,mild joy
13187,"My experience as a dialysis patient tells me that the constant medical routine can be emotionally overwhelming, as part of my ongoing health journey. (662)", mild sadness,neutral,moderate sadness,mild sadness
9785,"Since I started dialysis, I have learned that dialysis has become part of my regular routine, while adjusting to this long-term condition.",neutral,moderate joy,neutral,neutral
16986,"Since I started dialysis, I have learned that treatment sessions structure most of my week, despite the challenges involved.", mild sadness,neutral,neutral,neutral
2021,"Living with dialysis has shown me that I focus mainly on following medical instructions, even when the process feels demanding. (665)",moderate sadness,mild sadness,mild joy,neutral
10711,"As someone undergoing dialysis, I feel that dialysis helps me continue living with some stability, despite the challenges involved. (666)",high joy,high joy,high joy,high joy
9527,"Since I started dialysis, I have learned that dialysis gives me reassurance despite the difficulties, while adjusting to this long-term condition. (667)",moderate joy,mild joy,high joy,moderate joy
2724,"Being treated with dialysis has made me realize that medical support helps me stay hopeful, as part of my ongoing health journey. (668)",high joy,high joy,high joy,high joy
4805,"Being treated with dialysis has made me realize that dialysis helps me continue living with some stability, even when the process feels demanding. (669)",moderate joy,mild joy,mild joy,moderate joy
11374,"Since I started dialysis, I have learned that the repeated treatments slowly drain my energy and morale, even when the process feels demanding. (670)",moderate sadness,mild sadness,mild sadness,neutral
1451,"Since I started dialysis, I have learned that the constant medical routine can be emotionally overwhelming, despite the challenges involved. (671)",neutral,moderate joy,mild sadness,mild sadness
11140,"As someone undergoing dialysis, I feel that dialysis has become part of my regular routine, as part of my ongoing health journey. (672)",mild joy,neutral,neutral,neutral
16321,"Being treated with dialysis has made me realize that the constant medical routine can be emotionally overwhelming, while adjusting to this long-term condition. (673)",neutral,moderate joy,mild joy,mild sadness
1515,"Being treated with dialysis has made me realize that I focus mainly on following medical instructions, even when the process feels demanding. (674)",neutral,moderate joy,neutral,neutral
12359,"My experience as a dialysis patient tells me that the burden of treatment affects my sense of stability, as part of my ongoing health journey. (675)",mild sadness,neutral,mild sadness,mild sadness
14840,"My experience as a dialysis patient tells me that the constant medical routine can be emotionally overwhelming, as I try to adapt day by day. (676)",neutral,moderate joy,mild sadness,moderate sadness
7815,"Since I started dialysis, I have learned that dialysis has become part of my regular routine, as I try to adapt day by day. (677)",mild sadness,neutral,neutral,neutral
706,Congratulations good luck,high joy,high joy,high joy,high joy
15746,"As someone undergoing dialysis, I feel that I focus mainly on following medical instructions, as part of my ongoing health journey. (678)",mild sadness,neutral,neutral,neutral
21559,"Since I started dialysis, I have learned that dialysis has become part of my regular routine, as part of my ongoing health journey. (679)",mild sadness,neutral,neutral,neutral
3481,"As someone undergoing dialysis, I feel that the treatment allows me to maintain balance in my life, as part of my ongoing health journey. (680)",neutral,moderate joy,high joy,high joy
11325,"My experience as a dialysis patient tells me that the treatment allows me to maintain balance in my life, as part of my ongoing health journey. (681)",mild sadness,neutral,moderate joy,mild joy
18825,"Being treated with dialysis has made me realize that the burden of treatment affects my sense of stability, as part of my ongoing health journey. (682)",deep sadness,deep sadness,moderate sadness,deep sadness
9452,Estimated glomerular filtration rate how well your kidneys filter waste,moderate sadness,mild sadness,neutral,neutral
10435,"Since I started dialysis, I have learned that the burden of treatment affects my sense of stability, as I try to adapt day by day. (683)",mild sadness,neutral,modertae sadness,deep sadness
14706,"My experience as a dialysis patient tells me that the repeated treatments slowly drain my energy and morale, as part of my ongoing health journey. (684)",deep sadness,deep sadness,deep sadness,deep sadness
4593,"My experience as a dialysis patient tells me that my daily life is organized around treatment sessions, despite the challenges involved. (685)",neutral,moderate joy,neutral,neutral
1194,"As someone undergoing dialysis, I feel that I focus mainly on following medical instructions, while adjusting to this long-term condition. (686)",neutral,moderate joy,mild joy,neutral
9160,"Living with dialysis has shown me that my daily life is organized around treatment sessions, even when the process feels demanding. (687)", mild sadness,neutral,neutral,neutral
11220,"Since I started dialysis, I have learned that the treatment allows me to maintain balance in my life, while adjusting to this long-term condition. (688)",high joy,high joy,high joy,high joy
3544,"As someone undergoing dialysis, I feel that treatment sessions structure most of my week, as part of my ongoing health journey. (689)",mild sadness,neutral,neutral,neutral
11668,"As someone undergoing dialysis, I feel that my health management requires frequent hospital visits, while adjusting to this long-term condition. (690)",mild sadness,neutral,neutral,neutral
12868,"Since I started dialysis, I have learned that the burden of treatment affects my sense of stability, as part of my ongoing health journey. (691)",moderate sadness,mild sadness,moderate sadness,deep sadness
23358,"My experience as a dialysis patient tells me that the repeated treatments slowly drain my energy and morale, as I try to adapt day by day. (692)", mild sadness,neutral,moderate sadness,deep sadness
22243,"Since I started dialysis, I have learned that dialysis gives me reassurance despite the difficulties, even when the process feels demanding. (693)",mild joy,neutral,moderate joy,high joy
18940,"Being treated with dialysis has made me realize that the physical fatigue often turns into emotional exhaustion, despite the challenges involved. (694)",moderate sadness,mild sadness,deep sadness,moderate sadness
22984,"Living with dialysis has shown me that the illness weighs heavily on both my body and my mind, despite the challenges involved. (695)",deep sadness,moderate sadness,deep sadness,moderate sadness
7038,"Since I started dialysis, I have learned that the burden of treatment affects my sense of stability, while adjusting to this long-term condition. (696)",moderate sadness,mild sadness,mild sadness,moderate sadness
13224,"Since I started dialysis, I have learned that the illness weighs heavily on both my body and my mind, as I try to adapt day by day. (697)",mild sadness,neutral,modertae sadness,mild sadness
17866,"My experience as a dialysis patient tells me that dialysis helps me continue living with some stability, as part of my ongoing health journey. (698)",moderate joy,mild joy,mild joy,mild joy
6233,"Being treated with dialysis has made me realize that dialysis gives me reassurance despite the difficulties, as part of my ongoing health journey. (699)",moderate joy,mild joy,high joy,high joy
18311,"As someone undergoing dialysis, I feel that the treatment allows me to maintain balance in my life, even when the process feels demanding. (700)",moderate joy,mild joy,moderate joy,high joy
4395,"Since I started dialysis, I have learned that dialysis helps me continue living with some stability, even when the process feels demanding. (701)",high joy,high joy,high joy,high joy
1843,"Living with dialysis has shown me that my health management requires frequent hospital visits, while adjusting to this long-term condition. (702)",moderate joy,mild joy,neutral,neutral
2772,"Since I started dialysis, I have learned that dialysis helps me continue living with some stability, while adjusting to this long-term condition. (703)",neutral,moderate joy,mild joy,mild joy
5275,"Being treated with dialysis has made me realize that my daily life is organized around treatment sessions, even when the process feels demanding. (704)",mild sadness,neutral,neutral,neutral
326,"Living with dialysis has shown me that the treatment allows me to maintain balance in my life, even when the process feels demanding. (705)",high joy,high joy,high joy,high joy
18995,"As someone undergoing dialysis, I feel that dialysis has become part of my regular routine, despite the challenges involved. (706)",mild joy,neutral,neutral,neutral
18267,"Since I started dialysis, I have learned that dialysis gives me reassurance despite the difficulties, as part of my ongoing health journey. (707)",high joy,high joy,high joy,high joy
6958,berserk longing ludicrous afterthought smart sleep plucky coherent relieved attractive -- mass edited with redact.dev,neutral,moderate joy,neutral, neutral
10449,"Since I started dialysis, I have learned that the care I receive brings me a sense of relief, even when the process feels demanding. (708)", mild joy,neutral,high joy,high joy
17263,"Being treated with dialysis has made me realize that dialysis gives me reassurance despite the difficulties, as part of my ongoing health journey. (709)",moderate joy,mild joy,moderate joy,high joy
13220,"Living with dialysis has shown me that the physical fatigue often turns into emotional exhaustion, even when the process feels demanding. (710)",moderate joy,mild joy,mild joy,mild sadness
4393,"Since I started dialysis, I have learned that the constant medical routine can be emotionally overwhelming, as part of my ongoing health journey. (711)",mild sadness,neutral,moderate sadness,mild sadness
17344,"As someone undergoing dialysis, I feel that the constant medical routine can be emotionally overwhelming, as part of my ongoing health journey. (712)",moderate sadness,moderate sadness,deep sadness,moderate sadness
15573,"Being treated with dialysis has made me realize that the physical fatigue often turns into emotional exhaustion, while adjusting to this long-term condition. (713)",neutral,moderate joy,mild sadness,mild sadness
7986,"My experience as a dialysis patient tells me that the repeated treatments slowly drain my energy and morale, while adjusting to this long-term condition. (714)",mild joy,neutral,neutral,mild sadness
2864,"Living with dialysis has shown me that dialysis gives me reassurance despite the difficulties, as I try to adapt day by day. (715)",moderate joy,mild joy,moderate joy,mild joy
13166,"Living with dialysis has shown me that dialysis helps me continue living with some stability, despite the challenges involved. (716)",moderate joy,mild joy,mild joy,mild joy
16763,"Living with dialysis has shown me that the care I receive brings me a sense of relief, while adjusting to this long-term condition. (717)",moderate joy,mild joy,mild joy,moderate joy
15761,"Since I started dialysis, I have learned that my health management requires frequent hospital visits, despite the challenges involved. (718)",moderate sadness,mild sadness,neutral,neutral
16818,"Since I started dialysis, I have learned that dialysis gives me reassurance despite the difficulties, as part of my ongoing health journey. (719)",high joy,high joy,moderate joy,moderate joy
16103,"As someone undergoing dialysis, I feel that I focus mainly on following medical instructions, as I try to adapt day by day. (720)",high joy,high joy,neutral,mild joy
14704,"Living with dialysis has shown me that the treatment allows me to maintain balance in my life, as I try to adapt day by day. (721)",high joy,high joy,high joy,high joy
6449,"My experience as a dialysis patient tells me that dialysis gives me reassurance despite the difficulties, while adjusting to this long-term condition. (722)",moderate joy,mild joy,moderate joy,high joy
16645,"As someone undergoing dialysis, I feel that dialysis has become part of my regular routine, while adjusting to this long-term condition. (723)",moderate joy,mild joy,mild joy,neutral
9012,"Since I started dialysis, I have learned that the burden of treatment affects my sense of stability, as I try to adapt day by day. (724)",mild joy,neutral,mild sadness,neutral
12878,"Being treated with dialysis has made me realize that the burden of treatment affects my sense of stability, while adjusting to this long-term condition. (725)",moderate joy,mild joy,neutral,mild sadness
12699,"As someone undergoing dialysis, I feel that the repeated treatments slowly drain my energy and morale, as part of my ongoing health journey. (726)",moderate joy,mild joy,mild joy,mild sadness
903,Congrats!! I hope your kidney wakes up soon! Best wishes! 🩷,high joy,high joy,moderate joy,high joy
17269,"Living with dialysis has shown me that the constant medical routine can be emotionally overwhelming, even when the process feels demanding. (727)",mild sadness,neutral,moderate sadness,mild sadness
16266,What is it for?,mild joy,neutral,neutral,neutral
1382,Are you that single mom whose kidney failed in pregnancy?I think we have talked 🤔,moderate sadness,mild sadness,neutral,neutral
18004,"Being treated with dialysis has made me realize that the burden of treatment affects my sense of stability, as I try to adapt day by day. (728)",moderate joy,mild joy,mild sadness,mild joy
843,"Living with dialysis has shown me that the constant medical routine can be emotionally overwhelming, despite the challenges involved. (729)",deep sadness,deep sadness,deep sadness,moderate sadness
15682,"My experience as a dialysis patient tells me that I focus mainly on following medical instructions, even when the process feels demanding. (730)",mild joy,neutral,neutral,neutral
11726,"My experience as a dialysis patient tells me that I focus mainly on following medical instructions, as part of my ongoing health journey. (731)",mild sadness,neutral,neutral,neutral
3530,"Living with dialysis has shown me that I focus mainly on following medical instructions, even when the process feels demanding. (732)",neutral,moderate joy,mild joy,neutral
21606,"Being treated with dialysis has made me realize that the physical fatigue often turns into emotional exhaustion, even when the process feels demanding. (733)",mild sadness,neutral,moderate sadness,deep sadness
21785,"Living with dialysis has shown me that dialysis gives me reassurance despite the difficulties, while adjusting to this long-term condition. (734)",high joy,high joy,high joy,high joy
13966,"Being treated with dialysis has made me realize that the illness weighs heavily on both my body and my mind, even when the process feels demanding. (735)",deep sadness,deep sadness,deep sadness,deep sadness
15618,"Being treated with dialysis has made me realize that treatment sessions structure most of my week, as part of my ongoing health journey. (736)",moderate joy,mild joy,neutral,neutral
8144,"Since I started dialysis, I have learned that I focus mainly on following medical instructions, as I try to adapt day by day. (737)",moderate joy,mild joy,mild joy,neutral
22460,"My experience as a dialysis patient tells me that dialysis helps me continue living with some stability, while adjusting to this long-term condition. (738)",high joy,high joy,high joy,high joy
18497,"Living with dialysis has shown me that the treatment allows me to maintain balance in my life, as part of my ongoing health journey. (739)",high joy,high joy,moderate joy,high joy
6709,"Since I started dialysis, I have learned that I focus mainly on following medical instructions, while adjusting to this long-term condition. (740)",neutral,moderate joy,neutral,mild sandness
8075,"Living with dialysis has shown me that the repeated treatments slowly drain my energy and morale, even when the process feels demanding. (741)",deep sadness,moderate sadness,moderate sadness,"deep sadness"""
14573,"As someone undergoing dialysis, I feel that the illness weighs heavily on both my body and my mind, as I try to adapt day by day. (742)",mild sadness,neutral,mild sadness,neutral
14999,Dialysis doesn't cause pain so he must be in pain from something else.,neutral,mild joy,neutral,mild sadness
16516,"My experience as a dialysis patient tells me that the constant medical routine can be emotionally overwhelming, while adjusting to this long-term condition. (743)",neutral,moderate joy,mild joy,mild sadness
3290,"Living with dialysis has shown me that the repeated treatments slowly drain my energy and morale, despite the challenges involved. (744)",mild sadness,neutral,mild sadness,mild sadness
15057,"My experience as a dialysis patient tells me that the physical fatigue often turns into emotional exhaustion, despite the challenges involved. (745)", mild sadness,neutral,moderate sadness,deep sadness
3518,"My experience as a dialysis patient tells me that the constant medical routine can be emotionally overwhelming, despite the challenges involved. (746)",neutral,moderate joy,moderate sadness,neutral
17343,"My experience as a dialysis patient tells me that the repeated treatments slowly drain my energy and morale, as part of my ongoing health journey. (747)",mild sadness,neutral,neutral,mild sadness
6240,"Being treated with dialysis has made me realize that the repeated treatments slowly drain my energy and morale, even when the process feels demanding. (748)",moderate sadness,mild sadness,moderate sadness,deep sadness
15888,"Living with dialysis has shown me that my daily life is organized around treatment sessions, while adjusting to this long-term condition. (749)",neutral,moderate joy,neutral,neutral
9380,"Since I started dialysis, I have learned that the burden of treatment affects my sense of stability, even when the process feels demanding. (750)",moderate sadness,mild sadness,mild joy,moderate sadness
13175,This is great!  Thank you!,high joy,high joy,high joy,high joy
22369,"Being treated with dialysis has made me realize that the burden of treatment affects my sense of stability, despite the challenges involved. (751)",deep sadness,deep sadness,deep sadness,moderate sadness
123,"Living with dialysis has shown me that the care I receive brings me a sense of relief, as part of my ongoing health journey. (752)",moderate joy,mild joy,high joy,moderate joy
558,"My experience as a dialysis patient tells me that the care I receive brings me a sense of relief, as part of my ongoing health journey. (753)",high joy,high joy,high joy,high joy
3502,"As someone undergoing dialysis, I feel that the treatment allows me to maintain balance in my life, as part of my ongoing health journey. (754)",high joy,high joy,high joy,high joy
19026,"Being treated with dialysis has made me realize that the burden of treatment affects my sense of stability, while adjusting to this long-term condition. (755)",moderate sadness,mild sadness,deep sadness,moderate sadness
1293,"Living with dialysis has shown me that the treatment allows me to maintain balance in my life, even when the process feels demanding. (756)",high joy,high joy,high joy,high joy
11878,https://kidneystuff.com/products/daytripper But it’s a bit pricey.,mild joy,neutral,neutral,mild sadness
1105,"Being treated with dialysis has made me realize that the illness weighs heavily on both my body and my mind, as I try to adapt day by day. (757)",neutral,moderate joy,mild joy,mild sadness
13266,"Since I started dialysis, I have learned that the illness weighs heavily on both my body and my mind, while adjusting to this long-term condition. (758)",mild sadness,neutral,moderate sadness,neutral
2562,"My experience as a dialysis patient tells me that the repeated treatments slowly drain my energy and morale, as I try to adapt day by day. (759)",deep sadness,deep sadness,deep sadness,deep sadness
1891,thank you thank you thank you!!!,moderate joy,mild joy,high joy,high joy
14469,"Since I started dialysis, I have learned that dialysis gives me reassurance despite the difficulties, as part of my ongoing health journey. (760)",neutral,mild joy,mild joy,mild joy
20474,Is better to have a kidding stone😂,neutral,moderate joy,neutral,neutral
19973,laser uretheroscopy is more painful,moderate sadness,moderate sadness,neutral,neutral
8147,As a nurse I will always call a welfare check if you don't bother calling. Get over yourself.,mild sadness,neutral,mild sadness,mild sadness
18301,I wasn’t sure on all the details I guess. But I absorbed enough info I’d be terrified to eat it😂,moderate sadness,mild sadness,neutral,neutral
5922,"Congrats and good luck!I need to lose some ambiguous amount of weight before I can be listed as active""",neutral,moderate joy,neutral,neutral
2019,"As someone undergoing dialysis, I feel that dialysis helps me continue living with some stability, even when the process feels demanding. (761)",high joy,high joy,high joy,high joy
14274,"Being treated with dialysis has made me realize that the illness weighs heavily on both my body and my mind, as I try to adapt day by day. (762)",neutral,moderate joy,moderate sadness,moderate sadness
4760,"As someone undergoing dialysis, I feel that dialysis gives me reassurance despite the difficulties, as I try to adapt day by day. (763)",high joy,high joy,high joy,high joy
19021,"Since I started dialysis, I have learned that the constant medical routine can be emotionally overwhelming, as I try to adapt day by day. (764)",deep sadness,moderate sadness,moderate sadness,moderate sadness
10419,Just tell them to rake whatever you are comfortable with. It’s better than stopping.,neutral,moderate joy,neutral,neutral
7775,Get yourself something to do with one hand,moderate joy,mild joy,neutral,neutral
10255,Wonderful news!  Wishing you the very best!,high joy,high joy,high joy,high joy
1772,"As someone undergoing dialysis, I feel that medical support helps me stay hopeful, as I try to adapt day by day. (765)",high joy,high joy,high joy,high joy
13361,"Being treated with dialysis has made me realize that the repeated treatments slowly drain my energy and morale, even when the process feels demanding. (766)",deep sadness,moderate sadness,moderate sadness,moderate sadness
11284,"Living with dialysis has shown me that medical support helps me stay hopeful, while adjusting to this long-term condition. (767)",moderate joy,mild joy,moderate joy,moderate joy
8018,"Being treated with dialysis has made me realize that my daily life is organized around treatment sessions, as I try to adapt day by day. (768)",mild sadness,neutral,neutral,neutral
19808,Allah aapko achi sihat aur lambi umer de,mild sadness,neutral,neutral,neutral
2248,This is my husband.,mild joy,neutral,neutral,neutral
22167,very meaningful video,moderate joy,mild joy,mild joy,mild joy
11257,"Being treated with dialysis has made me realize that dialysis gives me reassurance despite the difficulties, despite the challenges involved. (769)",mild joy,moderate joy,moderate joy,moderate joy
12206,It’ll be shown on tv (idk when yet)And they said it’ll be on their YT channel too!,mild sadness,neutral,neutral,neutral
13237,"Being treated with dialysis has made me realize that the repeated treatments slowly drain my energy and morale, as I try to adapt day by day. (770)",deep sadness,moderate sadness,moderate sadness,moderate sadness
14211,Yes a good cry and a nap usually does the trick!,moderate joy,mild joy,mild joy,mild joy
14266,"Living with dialysis has shown me that the care I receive brings me a sense of relief, despite the challenges involved. (771)",moderate joy,mild joy,mild joy,mild joy
7099,Day 2 here,mild joy,neutral,neutral,neutral
16404,"My experience as a dialysis patient tells me that medical support helps me stay hopeful, despite the challenges involved. (772)",moderate joy,mild joy,mild joy,mild joy
6396,What is a DCI Clinic?,mild joy,neutral,neutral,neutral
18209,Started home dialysis in November 2024. It’s January 2025 and I’ve already gone thru two cyclers and three control panels.,mild sadness,neutral,neutral,neutral
560,"Being treated with dialysis has made me realize that dialysis helps me continue living with some stability, as I try to adapt day by day. (773)",moderate joy,mild joy,mild joy,mild joy
15873,"My experience as a dialysis patient tells me that the physical fatigue often turns into emotional exhaustion, as I try to adapt day by day. (774)",moderate sadness,mild sadness,mild sadness,mild sadness
15519,"Being treated with dialysis has made me realize that the treatment allows me to maintain balance in my life, even when the process feels demanding. (775)",neutral,moderate joy,moderate joy,moderate joy
14412,"Since I started dialysis, I have learned that dialysis gives me reassurance despite the difficulties, despite the challenges involved. (776)",high joy,high joy,high joy,high joy
2633,"Living with dialysis has shown me that the care I receive brings me a sense of relief, even when the process feels demanding. (777)",moderate joy,mild joy,mild joy,mild joy
99,"Being treated with dialysis has made me realize that dialysis gives me reassurance despite the difficulties, even when the process feels demanding. (778)",high joy,high joy,high joy,high joy
22006,"Since I started dialysis, I have learned that the constant medical routine can be emotionally overwhelming, as part of my ongoing health journey. (779)",moderate sadness,mild sadness,mild sadness,mild sadness
15793,"Being treated with dialysis has made me realize that medical support helps me stay hopeful, while adjusting to this long-term condition. (780)",moderate joy,mild joy,mild joy,mild joy
14898,Yes! There's a small TV above the table but it's not visible in the picture.,mild sadness,neutral,neutral,neutral
7708,I got my laptop too! What are you playing?,mild joy,neutral,neutral,neutral
21154,Kenneka Jenkins died and they took hers ! This woman is lying,moderate sadness,mild sadness,mild sadness,mild sadness
9262,"Being treated with dialysis has made me realize that the treatment allows me to maintain balance in my life, even when the process feels demanding. (781)",high joy,high joy,high joy,high joy
6742,Kind of like the IV catheters they use for fluids in ER?,neutral,moderate joy,neutral,neutral
16015,Thanks that's a good video and very helpful,moderate joy,moderate joy,moderate joy,moderate joy
13321,"Being treated with dialysis has made me realize that the repeated treatments slowly drain my energy and morale, despite the challenges involved. (782)",deep sadness,deep sadness,deep sadness,deep sadness
5623,"Since I started dialysis, I have learned that the illness weighs heavily on both my body and my mind, as I try to adapt day by day. (783)",moderate sadness,mild sadness,mild sadness,mild sadness
20414,Emory is the best,high joy,high joy,high joy,high joy
15404,"As someone undergoing dialysis, I feel that the treatment allows me to maintain balance in my life, even when the process feels demanding. (784)",moderate joy,mild joy,mild joy,mild joy
5927,I sleep a lot but i think that’s bad i hope i can have more energy,moderate sadness,mild sadness,mild sadness,mild sadness
19370,I agree. Anything has to be better than Dialysis.,neutral,moderate joy,neutral,neutral
13979,Trazodone is a horrible drug for sleep! It’s not meant for that it’s a psych med. Demand ambien.,deep sadness,deep sadness,deep sadness,deep sadness
14800,Awesome! Wishing you the best,high joy,high joy,high joy,high joy
20089,Sir kitna kharcha ayega,mild joy,neutral,neutral,neutral
1602,"Being treated with dialysis has made me realize that the treatment allows me to maintain balance in my life, as part of my ongoing health journey. (785)",high joy,high joyy,high joyy,high joy
22266,"Since I started dialysis, I have learned that medical support helps me stay hopeful, despite the challenges involved. (786)",high joy,high joy,high joy,high joy
14725,"Since I started dialysis, I have learned that the physical fatigue often turns into emotional exhaustion, while adjusting to this long-term condition. (787)",moderate sadness,mild sadness,mild sadness,mild sadness
22909,जब इतने प्यारे dr साहब हो तो दर्द नही होता,mild sadness,neutral,neutral,neutral
16416,Don’t be scared stay positive. Walk with faith instead of fear. You got this 💪🏾,mild sadness,neutral,neutral,neutral
1546,That’s awesome. Hope to be on that boat soon,high joy,high joy,high joy,high joy
13843,"While she’s using the port, she might want to try adult coloring books or paint by number.",mild sadness,neutral,neutral,neutral
10274,"Since I started dialysis, I have learned that dialysis gives me reassurance despite the difficulties, despite the challenges involved. (788)",neutral,moderate joy,moderate joy,moderate joy
15317,"My experience as a dialysis patient tells me that dialysis helps me continue living with some stability, while adjusting to this long-term condition. (789)",neutral,moderate joy,high joy,high joy
9203,"Living with dialysis has shown me that the treatment allows me to maintain balance in my life, as part of my ongoing health journey. (790)",neutral,moderate joy,moderate joy,mild joy
210,"As someone undergoing dialysis, I feel that medical support helps me stay hopeful, despite the challenges involved. (791)",mild joy,neutral,moderate joy,mild joy
18658,"My experience as a dialysis patient tells me that I focus mainly on following medical instructions, as part of my ongoing health journey. (792)",mild sadness,neutral,neutral,neutral
2877,"As someone undergoing dialysis, I feel that dialysis has become part of my regular routine, as I try to adapt day by day. (793)",neutral,moderate joy,mild joy,neutral
13984,"Living with dialysis has shown me that the constant medical routine can be emotionally overwhelming, even when the process feels demanding. (794)",moderate sadness,mild sadness,deep sadness,moderate sadness
10911,"Being treated with dialysis has made me realize that dialysis helps me continue living with some stability, as part of my ongoing health journey. (795)",mild joy,neutral,mild joy,moderate joy
6030,"As someone undergoing dialysis, I feel that the constant medical routine can be emotionally overwhelming, as part of my ongoing health journey. (796)",deep sadness,moderate sadness,mild sadness,moderate sadness
13246,"Since I started dialysis, I have learned that the treatment allows me to maintain balance in my life, while adjusting to this long-term condition. (797)",moderate joy,mild joy,high joy,moderate joy
3442,"My experience as a dialysis patient tells me that the physical fatigue often turns into emotional exhaustion, despite the challenges involved. (798)",neutral,moderate joy,mild joy,mild sadness
1108,"Being treated with dialysis has made me realize that the treatment allows me to maintain balance in my life, as I try to adapt day by day. (799)",high joy,high joy,high joy,high joy
14454,"Being treated with dialysis has made me realize that the treatment allows me to maintain balance in my life, despite the challenges involved. (800)",high joy,high joy,moderate joy,high joy
16582,"Living with dialysis has shown me that the repeated treatments slowly drain my energy and morale, despite the challenges involved. (801)",moderate joy,mild joy,mild joy,mild sadness
5578,What's the other kind? And yea no scale but the dialysis clinic gave me a bathroom scale to use.,neutral,moderate joy,neutral,mild joy
18261,"My experience as a dialysis patient tells me that dialysis gives me reassurance despite the difficulties, as part of my ongoing health journey. (802)",neutral,moderate joy,moderate joy,mild joy
16019,"Since I started dialysis, I have learned that the burden of treatment affects my sense of stability, even when the process feels demanding. (803)",neutral,moderate joy,moderate sadness,deep sadness
22762,"Since I started dialysis, I have learned that the physical fatigue often turns into emotional exhaustion, as part of my ongoing health journey. (804)",deep sadness,moderate sadness,deep sadness,deep sadness
6417,"Being treated with dialysis has made me realize that the constant medical routine can be emotionally overwhelming, while adjusting to this long-term condition. (805)",deep sadness,deep sadness,deep sadness,deep sadness
2126,"Being treated with dialysis has made me realize that the treatment allows me to maintain balance in my life, as part of my ongoing health journey. (806)",moderate joy,mild joy,moderate joy,mild joy
19970,"Since I started dialysis, I have learned that my daily life is organized around treatment sessions, while adjusting to this long-term condition. (807)",mild joy,neutral,mild joy,neutral
12424,"Since I started dialysis, I have learned that medical support helps me stay hopeful, even when the process feels demanding. (808)",mild joy,neutral,high joy,high joy
16257,"Living with dialysis has shown me that dialysis has become part of my regular routine, as part of my ongoing health journey. (809)",moderate joy,mild joy,neutral,neutral
3051,"Since I started dialysis, I have learned that the burden of treatment affects my sense of stability, as part of my ongoing health journey. (810)",deep sadness,deep sadness,moderate sadness,deep sadness
9730,"Since I started dialysis, I have learned that the care I receive brings me a sense of relief, even when the process feels demanding. (811)",moderate joy,mild joy,moderate joy,high joy
21251,vvvvvvvvvve,mild sadness,neutral,neutral,neutral
10749,"My experience as a dialysis patient tells me that the repeated treatments slowly drain my energy and morale, while adjusting to this long-term condition. (812)",moderate sadness,mild sadness,mild sadness,moderate sadness
